code,product_name,brands,categories,categories_tags,countries,countries_tags,nutriscore_grade,nova_group,last_modified_t,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,salt_100g,proteins_100g,fiber_100g,sodium_100g,product_name_pref,last_modified_ts,brands_arr,brands_clean_arr,brand_primary,categories_arr,categories_codes,primary_category_code,countries_arr,countries_codes,country_primary_code,event_date,has_name,has_brands,core_nutrients_count,completeness_score,quality_issues_json
4747.0,Kålrot stykk,bama dagligvare as,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, turnip, rutabaga","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:turnip,en:rutabaga","en:canada,en:united states","en:canada,en:united-states",a,1,1733360204,,,,,,,,,,Kålrot stykk,2024-12-05T00:56:44.000Z,"[\"bama dagligvare as\"]","[\"bama dagligvare as\"]",bama dagligvare as,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:fruits-and-vegetables-based-foods\",\"en:vegetables-based-foods\",\"en:vegetables\",\"en:turnip\",\"en:rutabaga\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"fruits-and-vegetables-based-foods\",\"vegetables-based-foods\",\"vegetables\",\"turnip\",\"rutabaga\"]",plant-based-foods-and-beverages,"[\"en:canada\",\"en:united-states\"]","[\"canada\",\"united-states\"]",canada,2024-12-05,1,1,0,0.2857142857142857,
4785.0,,,,,en:france,en:france,unknown,,1745087300,,,,,,,,,,,2025-04-19T18:28:20.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2025-04-19,0,0,0,0.0,
4800.0,Bratwurst Thüringer,fiber one,,,en:germany,en:germany,unknown,4,1745332970,280.0,1170.0,10.0,4.0,8.0,,8.0,24.0,360.0,Bratwurst Thüringer,2025-04-22T14:42:50.000Z,"[\"fiber one\"]","[\"fiber one\"]",fiber one,,,,"[\"en:germany\"]","[\"germany\"]",germany,2025-04-22,1,1,4,0.8571428571428571,
4831.0,Red Hothouse Tomato,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, fresh foods, fresh plant-based foods, tomatoes and their products, fresh vegetables, tomatoes, fresh tomatoes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:tomatoes-and-their-products,en:fresh-vegetables,en:tomatoes,en:fresh-tomatoes","en:canada,en:united states","en:canada,en:united-states",unknown,,1728052491,,,,,,,,,,Red Hothouse Tomato,2024-10-04T14:34:51.000Z,,,,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:fruits-and-vegetables-based-foods\",\"en:vegetables-based-foods\",\"en:vegetables\",\"en:fresh-foods\",\"en:fresh-plant-based-foods\",\"en:tomatoes-and-their-products\",\"en:fresh-vegetables\",\"en:tomatoes\",\"en:fresh-tomatoes\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"fruits-and-vegetables-based-foods\",\"vegetables-based-foods\",\"vegetables\",\"fresh-foods\",\"fresh-plant-based-foods\",\"tomatoes-and-their-products\",\"fresh-vegetables\",\"tomatoes\",\"fresh-tomatoes\"]",plant-based-foods-and-beverages,"[\"en:canada\",\"en:united-states\"]","[\"canada\",\"united-states\"]",canada,2024-10-04,1,0,0,0.14285714285714285,
5001.0,Organic tomato pulp,kazidomi,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, légumes et dérivés, tomates et dérivés, pulpes de tomates","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomato-pulps",france,en:france,a,1,1733336444,32.0,134.0,0.1,0.0,4.5,0.0,1.4,2.2,0.0,Organic tomato pulp,2024-12-04T18:20:44.000Z,"[\"kazidomi\"]","[\"kazidomi\"]",kazidomi,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:fruits-and-vegetables-based-foods\",\"en:vegetables-based-foods\",\"en:tomatoes-and-their-products\",\"en:tomato-pulps\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"fruits-and-vegetables-based-foods\",\"vegetables-based-foods\",\"tomatoes-and-their-products\",\"tomato-pulps\"]",plant-based-foods-and-beverages,"[\"en:france\"]","[\"france\"]",france,2024-12-04,1,1,5,1.0,
5005.0,Tomato sauce with eggplants,kazidomi,"condiments, sauces, tomato sauces, groceries, en:abondance","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:condiments,en:sauces,en:french-cheeses,en:tomato-sauces,en:abondance,en:groceries",france,en:france,c,,1760635337,56.0,234.0,3.2,1.0,4.0,0.8,1.4,,0.32,Tomato sauce with eggplants,2025-10-16T17:22:17.000Z,"[\"kazidomi\"]","[\"kazidomi\"]",kazidomi,"[\"en:dairies\",\"en:fermented-foods\",\"en:fermented-milk-products\",\"en:cheeses\",\"en:condiments\",\"en:sauces\",\"en:french-cheeses\",\"en:tomato-sauces\",\"en:abondance\",\"en:groceries\"]","[\"dairies\",\"fermented-foods\",\"fermented-milk-products\",\"cheeses\",\"condiments\",\"sauces\",\"french-cheeses\",\"tomato-sauces\",\"abondance\",\"groceries\"]",dairies,"[\"en:france\"]","[\"france\"]",france,2025-10-16,1,1,5,1.0,
5011.0,Sauce tomate aux légumes bio,kazidomi,"condiments, sauces, sauces tomate, sauces aux légumes, en:groceries","en:condiments,en:sauces,en:meal-sauces,en:tomato-sauces,en:vegetable-sauces,en:groceries","belgium,france","en:belgium,en:france",a,3,1676548742,62.0,260.0,3.9,1.0,4.0,0.01,1.4,2.0,0.004,Sauce tomate aux légumes bio,2023-02-16T11:59:02.000Z,"[\"kazidomi\"]","[\"kazidomi\"]",kazidomi,"[\"en:condiments\",\"en:sauces\",\"en:meal-sauces\",\"en:tomato-sauces\",\"en:vegetable-sauces\",\"en:groceries\"]","[\"condiments\",\"sauces\",\"meal-sauces\",\"tomato-sauces\",\"vegetable-sauces\",\"groceries\"]",condiments,"[\"en:belgium\",\"en:france\"]","[\"belgium\",\"france\"]",belgium,2023-02-16,1,1,5,1.0,
5019.0,Organic walnut cream,kazidomi,,,france,en:france,unknown,,1728038589,700.0,,67.1,10.0,1.0,1.1,9.8,,0.44,Organic walnut cream,2024-10-04T10:43:09.000Z,"[\"kazidomi\"]","[\"kazidomi\"]",kazidomi,,,,"[\"en:france\"]","[\"france\"]",france,2024-10-04,1,1,5,1.0,
5075.0,,,,,en:france,en:france,unknown,,1758141985,,,,,,,,,,,2025-09-17T20:46:25.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2025-09-17,0,0,0,0.0,
5091.0,Frittura,,,,en:it,en:italy,unknown,,1728038600,,,,,,,,,,Frittura,2024-10-04T10:43:20.000Z,,,,,,,"[\"en:italy\"]","[\"italy\"]",italy,2024-10-04,1,0,0,0.14285714285714285,
5161.0,Pan multicereales,,,,en:spain,en:spain,unknown,,1730325893,,,,,,,,,,Pan multicereales,2024-10-30T22:04:53.000Z,,,,,,,"[\"en:spain\"]","[\"spain\"]",spain,2024-10-30,1,0,0,0.14285714285714285,
5241.0,Bagel,,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, pains, pains spéciaux, pains bagel","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:bagel-breads",france,en:france,b,,1729242051,197.0,824.0,5.0,1.1,3.0,0.467,8.4,,0.1868,Bagel,2024-10-18T09:00:51.000Z,,,,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:cereals-and-potatoes\",\"en:breads\",\"en:special-breads\",\"en:bagel-breads\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"cereals-and-potatoes\",\"breads\",\"special-breads\",\"bagel-breads\"]",plant-based-foods-and-beverages,"[\"en:france\"]","[\"france\"]",france,2024-10-18,1,0,5,0.8571428571428571,
5295.0,Kürbis Chutney,,,,en:germany,en:germany,unknown,,1729449250,,,,,,,,,,Kürbis Chutney,2024-10-20T18:34:10.000Z,,,,,,,"[\"en:germany\"]","[\"germany\"]",germany,2024-10-20,1,0,0,0.14285714285714285,
5303.0,Delt Ananas,,,,en:norway,en:norway,unknown,,1733423981,,,,,,,,,,Delt Ananas,2024-12-05T18:39:41.000Z,,,,,,,"[\"en:norway\"]","[\"norway\"]",norway,2024-12-05,1,0,0,0.14285714285714285,
5315.0,Grano e quinoa,,,,en:it,en:italy,unknown,,1686135451,145.0,607.0,1.7,0.3,0.4,0.7,5.8,4.2,0.28,Grano e quinoa,2023-06-07T10:57:31.000Z,,,,,,,"[\"en:italy\"]","[\"italy\"]",italy,2023-06-07,1,0,5,0.8571428571428571,
5336.0,Tous mes amis,,,,en:fr,en:france,unknown,,1605381213,,,,0.0,,,,,,Tous mes amis,2020-11-14T19:13:33.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2020-11-14,1,0,0,0.14285714285714285,
5458.0,Soljanka Glas,,,,en:germany,en:germany,unknown,,1756835206,,,,,,,,,,Soljanka Glas,2025-09-02T17:46:46.000Z,,,,,,,"[\"en:germany\"]","[\"germany\"]",germany,2025-09-02,1,0,0,0.14285714285714285,
5481.0,,,,,en:belgium,en:belgium,unknown,,1728053326,,,,,,,,,,,2024-10-04T14:48:46.000Z,,,,,,,"[\"en:belgium\"]","[\"belgium\"]",belgium,2024-10-04,0,0,0,0.0,
5544.0,Marmellata di limoni,,,,en:it,en:italy,unknown,,1728038713,219.0,916.0,0.0,0.0,54.0,0.0,0.3,,0.0,Marmellata di limoni,2024-10-04T10:45:13.000Z,,,,,,,"[\"en:italy\"]","[\"italy\"]",italy,2024-10-04,1,0,5,0.8571428571428571,
6008.0,Miel,famille limon gaec,"petit-déjeuners, produits à tartiner, produits à tartiner sucrés, produits de la ruche, produits d'élevages, édulcorants, miels","en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",en:france,en:france,unknown,2,1728054099,,,,,,,,,,Miel,2024-10-04T15:01:39.000Z,"[\"famille limon gaec\"]","[\"famille limon gaec\"]",famille limon gaec,"[\"en:breakfasts\",\"en:spreads\",\"en:sweet-spreads\",\"en:bee-products\",\"en:farming-products\",\"en:sweeteners\",\"en:honeys\"]","[\"breakfasts\",\"spreads\",\"sweet-spreads\",\"bee-products\",\"farming-products\",\"sweeteners\",\"honeys\"]",breakfasts,"[\"en:france\"]","[\"france\"]",france,2024-10-04,1,1,0,0.2857142857142857,
6068.0,Caja de kaak con leche,,,,en:spain,en:spain,unknown,,1730326382,,,,,,,,,,Caja de kaak con leche,2024-10-30T22:13:02.000Z,,,,,,,"[\"en:spain\"]","[\"spain\"]",spain,2024-10-30,1,0,0,0.14285714285714285,
6094.0,ھیل مطحون,,,,en:saudi arabia,en:saudi-arabia,unknown,,1728974815,,,,,,,,,,ھیل مطحون,2024-10-15T06:46:55.000Z,,,,,,,"[\"en:saudi-arabia\"]","[\"saudi-arabia\"]",saudi-arabia,2024-10-15,1,0,0,0.14285714285714285,
6214.0,,,,,en:brazil,en:brazil,,,1730077589,,,,,,,,,,,2024-10-28T01:06:29.000Z,,,,,,,"[\"en:brazil\"]","[\"brazil\"]",brazil,2024-10-28,0,0,0,0.0,
6277.0,,,,,en:france,en:france,unknown,,1750502708,,,,,,,,,,,2025-06-21T10:45:08.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2025-06-21,0,0,0,0.0,
6402.0,Griechischer Salat,niederwieser,,,en:ireland,en:ireland,unknown,,1728054817,139.0,582.0,12.0,3.90000009536743,3.09999990463257,,3.29999995231628,,,Griechischer Salat,2024-10-04T15:13:37.000Z,"[\"niederwieser\"]","[\"niederwieser\"]",niederwieser,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
6437.0,Saint Hubert Oméga 3,saint hubert,,,fi,en:finland,unknown,,1728054857,470.0,,51.9999980926514,16.0000002384186,,,,,,Saint Hubert Oméga 3,2024-10-04T15:14:17.000Z,"[\"saint hubert\"]","[\"saint hubert\"]",saint hubert,,,,"[\"en:finland\"]","[\"finland\"]",finland,2024-10-04,1,1,2,0.5714285714285714,
6464.0,Яготинское 82.5%,,,,en:moldova,en:moldova,unknown,,1730910947,,,,,,,,,,Яготинское 82.5%,2024-11-06T16:35:47.000Z,,,,,,,"[\"en:moldova\"]","[\"moldova\"]",moldova,2024-11-06,1,0,0,0.14285714285714285,
6761.0,Oméga 3,st hubert,,,en:ireland,en:ireland,unknown,,1728055183,468.0,,52.0,16.0,1.0,,1.0,,,Oméga 3,2024-10-04T15:19:43.000Z,"[\"st hubert\"]","[\"st hubert\"]",st hubert,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
7016.0,Madeleines au miel artisanal,,"snacks, snacks sucrés, biscuits et gâteaux, gâteaux, madeleines","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:madeleines",en:fr,en:france,unknown,,1663183254,,,,,,,,,,Madeleines au miel artisanal,2022-09-14T19:20:54.000Z,,,,"[\"en:snacks\",\"en:sweet-snacks\",\"en:biscuits-and-cakes\",\"en:cakes\",\"en:madeleines\"]","[\"snacks\",\"sweet-snacks\",\"biscuits-and-cakes\",\"cakes\",\"madeleines\"]",snacks,"[\"en:france\"]","[\"france\"]",france,2022-09-14,1,0,0,0.14285714285714285,
7049.0,kool-aid,,,,en:french-guiana,en:french-guiana,unknown,,1728055625,,,,,,,,,,kool-aid,2024-10-04T15:27:05.000Z,,,,,,,"[\"en:french-guiana\"]","[\"french-guiana\"]",french-guiana,2024-10-04,1,0,0,0.14285714285714285,
7080.0,St Hubert oméga 3 doux sans huile de palme,st hubert,,,no,en:norway,unknown,,1728055689,185.0,774.0,5.0,1.5,,,,,,St Hubert oméga 3 doux sans huile de palme,2024-10-04T15:28:09.000Z,"[\"st hubert\"]","[\"st hubert\"]",st hubert,,,,"[\"en:norway\"]","[\"norway\"]",norway,2024-10-04,1,1,2,0.5714285714285714,
7195.0,Blanc de poulet halal,fleury michon,,,,,unknown,,1728055933,104.0,435.0,1.60000002384186,0.400000005960464,0.5,,22.0,,,Blanc de poulet halal,2024-10-04T15:32:13.000Z,"[\"fleury michon\"]","[\"fleury michon\"]",fleury michon,,,,,,,2024-10-04,1,1,4,0.8571428571428571,
7421.0,Beurre de cacahouète,nutrimuscle,,,hn,en:honduras,unknown,,1728056257,618.0,,50.4300003051758,,,,26.3999996185303,4.40000009536743,,Beurre de cacahouète,2024-10-04T15:37:37.000Z,"[\"nutrimuscle\"]","[\"nutrimuscle\"]",nutrimuscle,,,,"[\"en:honduras\"]","[\"honduras\"]",honduras,2024-10-04,1,1,3,0.7142857142857143,
7451.0,,,,,en:italy,en:italy,unknown,,1728035962,,,,,,,,,,,2024-10-04T09:59:22.000Z,,,,,,,"[\"en:italy\"]","[\"italy\"]",italy,2024-10-04,0,0,0,0.0,
7522.0,,,,,en:united-kingdom,en:united-kingdom,unknown,,1728056386,,,,,,,,,,,2024-10-04T15:39:46.000Z,,,,,,,"[\"en:united-kingdom\"]","[\"united-kingdom\"]",united-kingdom,2024-10-04,0,0,0,0.0,
7622.0,Haché de poulet,fleury michon,,,en:ireland,en:ireland,unknown,,1728056599,137.0,573.0,4.69999980926514,1.29999995231628,2.40000009536743,,19.0,2.29999995231628,,Haché de poulet,2024-10-04T15:43:19.000Z,"[\"fleury michon\"]","[\"fleury michon\"]",fleury michon,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,4,0.8571428571428571,
7827.0,Serious Meat Pizza,papa john's salad & produce,,,united states,en:united-states,unknown,,1728056853,277.0,1159.0,13.86,5.94,1.98,1.83642,12.87,1.0,0.734568,Serious Meat Pizza,2024-10-04T15:47:33.000Z,"[\"papa john's salad & produce\"]","[\"papa john's salad & produce\"]",papa john's salad & produce,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,1,1,5,1.0,
8065.0,Monster,,,,en:germany,en:germany,unknown,,1728057388,,,,,,,,,,Monster,2024-10-04T15:56:28.000Z,,,,,,,"[\"en:germany\"]","[\"germany\"]",germany,2024-10-04,1,0,0,0.14285714285714285,
8153.0,,,,,en:romania,en:romania,unknown,,1728034883,,,,,,,,,,,2024-10-04T09:41:23.000Z,,,,,,,"[\"en:romania\"]","[\"romania\"]",romania,2024-10-04,0,0,0,0.0,
8168.0,,,,,en:united states,en:united-states,unknown,,1728057635,42.0,176.0,,,8.0,,0.1,,,,2024-10-04T16:00:35.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,0,0,3,0.42857142857142855,
8204.0,,,,,france,en:france,unknown,,1729242046,,,,,,,,,,,2024-10-18T09:00:46.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2024-10-18,0,0,0,0.0,
8311.0,,,,,en:the netherlands,en:netherlands,unknown,4,1739351013,,1297.0,11.0,2.8,6.9,0.27,12.0,,0.108,,2025-02-12T09:03:33.000Z,,,,,,,"[\"en:netherlands\"]","[\"netherlands\"]",netherlands,2025-02-12,0,0,4,0.5714285714285714,
8414.0,,,,,en:united-states,en:united-states,unknown,4,1752349049,333.0,,0.0,0.0,61.1,0.0,0.0,5.56,0.0,,2025-07-12T19:37:29.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2025-07-12,0,0,5,0.7142857142857143,
8430.0,Poulet cajun,powermeals,,,en:ireland,en:ireland,unknown,,1728040655,185.0,774.0,6.09999990463257,0.899999976158142,0.5,0.500000007450581,31.1000003814697,0.300000011920929,0.200000002980232,Poulet cajun,2024-10-04T11:17:35.000Z,"[\"powermeals\"]","[\"powermeals\"]",powermeals,,,,"[\"en:ireland\"]","[\"ireland\"]",ireland,2024-10-04,1,1,5,1.0,
8692.0,,,,,en:united states,en:united-states,unknown,,1728058370,,,,,,,,,,,2024-10-04T16:12:50.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2024-10-04,0,0,0,0.0,
8724.0,,,,,en:united-states,en:united-states,unknown,,1761302816,,,,,,,,,,,2025-10-24T10:46:56.000Z,,,,,,,"[\"en:united-states\"]","[\"united-states\"]",united-states,2025-10-24,0,0,0,0.0,
8884.0,Farine Bio Sfeya,,,,en:france,en:france,unknown,,1748985061,,,,,,,,,,Farine Bio Sfeya,2025-06-03T21:11:01.000Z,,,,,,,"[\"en:france\"]","[\"france\"]",france,2025-06-03,1,0,0,0.14285714285714285,
9001.0,Naranjitos,,"botanas, snacks dulces, cacao y sus productos, dulces, dulces de chocolate, bombones, en:fruit confectioneries, frutas recubiertas de chocolate","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:fruit-confectioneries,en:chocolate-covered-fruits",españa,en:spain,e,,1728040807,412.0,,16.7,10.8,56.6,0.0,3.0,,0.0,Naranjitos,2024-10-04T11:20:07.000Z,,,,"[\"en:snacks\",\"en:sweet-snacks\",\"en:cocoa-and-its-products\",\"en:confectioneries\",\"en:chocolate-candies\",\"en:bonbons\",\"en:fruit-confectioneries\",\"en:chocolate-covered-fruits\"]","[\"snacks\",\"sweet-snacks\",\"cocoa-and-its-products\",\"confectioneries\",\"chocolate-candies\",\"bonbons\",\"fruit-confectioneries\",\"chocolate-covered-fruits\"]",snacks,"[\"en:spain\"]","[\"spain\"]",spain,2024-10-04,1,0,5,0.8571428571428571,
9222.0,Copos de avena,brüggen,"alimentos y bebidas de origen vegetal,alimentos de origen vegetal,desayunos,cereales y patatas,cereales y derivados,cereales para el desayuno,copos,copos de cereales,en:rolled flakes,copos de avena","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:rolled-flakes,en:rolled-oats",españa,en:spain,unknown,,1761313622,375.0,,7.0,1.3,0.7,,14.0,10.0,,Copos de avena,2025-10-24T13:47:02.000Z,"[\"brüggen\"]","[\"brüggen\"]",brüggen,"[\"en:plant-based-foods-and-beverages\",\"en:plant-based-foods\",\"en:breakfasts\",\"en:cereals-and-potatoes\",\"en:cereals-and-their-products\",\"en:breakfast-cereals\",\"en:flakes\",\"en:cereal-flakes\",\"en:rolled-flakes\",\"en:rolled-oats\"]","[\"plant-based-foods-and-beverages\",\"plant-based-foods\",\"breakfasts\",\"cereals-and-potatoes\",\"cereals-and-their-products\",\"breakfast-cereals\",\"flakes\",\"cereal-flakes\",\"rolled-flakes\",\"rolled-oats\"]",plant-based-foods-and-beverages,"[\"en:spain\"]","[\"spain\"]",spain,2025-10-24,1,1,4,0.8571428571428571,
9277.0,,knorr,,,en:french-guiana,en:french-guiana,unknown,,1728059068,,,,,,,,,,,2024-10-04T16:24:28.000Z,"[\"knorr\"]","[\"knorr\"]",knorr,,,,"[\"en:french-guiana\"]","[\"french-guiana\"]",french-guiana,2024-10-04,0,1,0,0.14285714285714285,
9409.0,,,sac poubelle,fr:sac-poubelle,en:france,en:france,unknown,,1764503908,,,,,,,,,,,2025-11-30T11:58:28.000Z,,,,"[\"fr:sac-poubelle\"]","[\"sac-poubelle\"]",sac-poubelle,"[\"en:france\"]","[\"france\"]",france,2025-11-30,0,0,0,0.0,
9597.0,Miel con arándanos,nature,"desayunos, untables, untables dulces, productos apícolas, productos agrícolas, endulzantes, mieles","en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",en:argentina,en:argentina,unknown,,1728059393,,,0.0,,,0.0,0.0,0.0,0.0,Miel con arándanos,2024-10-04T16:29:53.000Z,"[\"nature\"]","[\"nature\"]",nature,"[\"en:breakfasts\",\"en:spreads\",\"en:sweet-spreads\",\"en:bee-products\",\"en:farming-products\",\"en:sweeteners\",\"en:honeys\"]","[\"breakfasts\",\"spreads\",\"sweet-spreads\",\"bee-products\",\"farming-products\",\"sweeteners\",\"honeys\"]",breakfasts,"[\"en:argentina\"]","[\"argentina\"]",argentina,2024-10-04,1,1,3,0.7142857142857143,
9898.0,,,,,en:french-guiana,en:french-guiana,unknown,,1727977867,,,,,,,,,,,2024-10-03T17:51:07.000Z,,,,,,,"[\"en:french-guiana\"]","[\"french-guiana\"]",french-guiana,2024-10-03,0,0,0,0.0,
